Date,Artist Name,Genre,Event Type,Source,Source Type,Location,Audience Engagement,Critical Acclaim,Chart Performance,Upcoming Events,Noteworthy Mentions,Link
1/20/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,Pitchfork,Industry News,Chicago,36933,3,Viral,Award Show,Noteworthy mention 1076,https://example.com/news1076
1/21/2024 7:02:01 PM,Data Duet,Indie,Viral Moment,Billboard,Fan Base,Miami,13017,3,Winner,,Noteworthy mention 1077,https://example.com/news1077
1/22/2024 7:02:01 PM,Data Duet,Rock,Album Release,Pitchfork,Fan Base,Global,28028,3,Viral,World Tour,Noteworthy mention 1078,https://example.com/news1078
1/23/2024 7:02:01 PM,Data Duet,Rock,Album Release,Spotify,Social Media,Los Angeles,5938,3,Top 10,,Noteworthy mention 1079,https://example.com/news1079
1/24/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Billboard,Industry News,Los Angeles,14260,1,Winner,Europe Tour,Noteworthy mention 1080,https://example.com/news1080
1/25/2024 7:02:01 PM,Data Duet,Pop,Chart Topping,TikTok,Critical Review,Los Angeles,48675,4,Highly Rated,Award Show,Noteworthy mention 1081,https://example.com/news1081
1/26/2024 7:02:01 PM,Data Duet,Pop,Award Win,TikTok,Fan Base,Miami,36394,3,Viral,,Noteworthy mention 1082,https://example.com/news1082
1/27/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Billboard,Fan Base,New York,28791,3,Viral,World Tour,Noteworthy mention 1083,https://example.com/news1083
1/28/2024 7:02:01 PM,Data Duet,Indie,Chart Topping,TikTok,Fan Base,Global,1537,4,Viral,World Tour,Noteworthy mention 1084,https://example.com/news1084
1/29/2024 7:02:01 PM,Data Duet,Rock,Viral Moment,TikTok,Critical Review,New York,17333,1,Winner,Music Festival,Noteworthy mention 1085,https://example.com/news1085
1/30/2024 7:02:01 PM,Data Duet,Pop,New Single,Billboard,Social Media,Chicago,49643,4,Viral,World Tour,Noteworthy mention 1086,https://example.com/news1086
1/31/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Grammy,Social Media,Los Angeles,3916,3,Highly Rated,,Noteworthy mention 1087,https://example.com/news1087
2/1/2024 7:02:01 PM,Data Duet,Hip Hop,Album Release,Pitchfork,Fan Base,Chicago,27713,4,Viral,World Tour,Noteworthy mention 1088,https://example.com/news1088
2/2/2024 7:02:01 PM,Data Duet,Pop,Award Win,Pitchfork,Industry News,Chicago,48461,3,Winner,World Tour,Noteworthy mention 1089,https://example.com/news1089
2/3/2024 7:02:01 PM,Data Duet,Rock,Album Release,Grammy,Social Media,Los Angeles,43382,2,Top 10,Europe Tour,Noteworthy mention 1090,https://example.com/news1090
2/4/2024 7:02:01 PM,Data Duet,Rock,New Single,TikTok,Social Media,Miami,25980,4,Viral,World Tour,Noteworthy mention 1091,https://example.com/news1091
2/5/2024 7:02:01 PM,Data Duet,Rock,Viral Moment,Pitchfork,Critical Review,Chicago,27811,1,Top 10,,Noteworthy mention 1092,https://example.com/news1092
2/6/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,Spotify,Fan Base,Miami,33552,3,Winner,World Tour,Noteworthy mention 1093,https://example.com/news1093
2/7/2024 7:02:01 PM,Data Duet,Hip Hop,Album Release,Grammy,Fan Base,New York,38836,1,Winner,Award Show,Noteworthy mention 1094,https://example.com/news1094
2/8/2024 7:02:01 PM,Data Duet,Rock,Chart Topping,TikTok,Social Media,Global,33076,2,Viral,Music Festival,Noteworthy mention 1095,https://example.com/news1095
2/9/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Spotify,Critical Review,Global,29069,2,Viral,Music Festival,Noteworthy mention 1096,https://example.com/news1096
2/10/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Grammy,Critical Review,Global,6177,2,Winner,Europe Tour,Noteworthy mention 1097,https://example.com/news1097
2/11/2024 7:02:01 PM,Data Duet,Rock,Award Win,TikTok,Fan Base,Global,20759,1,Viral,,Noteworthy mention 1098,https://example.com/news1098
2/12/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Billboard,Critical Review,Miami,20775,3,Viral,,Noteworthy mention 1099,https://example.com/news1099
2/13/2024 7:02:01 PM,Data Duet,Indie,Viral Moment,TikTok,Industry News,New York,47836,1,Top 10,Europe Tour,Noteworthy mention 1100,https://example.com/news1100
2/14/2024 7:02:01 PM,Data Duet,Rock,New Single,Spotify,Industry News,Miami,4887,1,Top 10,Music Festival,Noteworthy mention 1101,https://example.com/news1101
2/15/2024 7:02:01 PM,Data Duet,Pop,Album Release,Pitchfork,Critical Review,Chicago,12082,1,Highly Rated,Award Show,Noteworthy mention 1102,https://example.com/news1102
2/16/2024 7:02:01 PM,Data Duet,Indie,Chart Topping,Grammy,Fan Base,Los Angeles,38721,4,Winner,Music Festival,Noteworthy mention 1103,https://example.com/news1103
2/17/2024 7:02:01 PM,Data Duet,Indie,Album Release,Billboard,Critical Review,Chicago,36688,2,Highly Rated,Music Festival,Noteworthy mention 1104,https://example.com/news1104
2/18/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Grammy,Social Media,Miami,23080,1,Viral,Award Show,Noteworthy mention 1105,https://example.com/news1105
2/19/2024 7:02:01 PM,Data Duet,Indie,Award Win,TikTok,Industry News,Chicago,31943,3,Viral,Music Festival,Noteworthy mention 1106,https://example.com/news1106
2/20/2024 7:02:01 PM,Data Duet,Hip Hop,New Single,Billboard,Social Media,Chicago,34516,3,Highly Rated,World Tour,Noteworthy mention 1107,https://example.com/news1107
2/21/2024 7:02:01 PM,Data Duet,Electronic,Chart Topping,Pitchfork,Industry News,Chicago,36577,2,Top 10,,Noteworthy mention 1108,https://example.com/news1108
2/22/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Grammy,Social Media,New York,30632,4,Viral,Music Festival,Noteworthy mention 1109,https://example.com/news1109
2/23/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,Grammy,Industry News,New York,33563,4,Top 10,Award Show,Noteworthy mention 1110,https://example.com/news1110
2/24/2024 7:02:01 PM,Data Duet,Indie,New Single,Spotify,Fan Base,Los Angeles,8357,1,Winner,,Noteworthy mention 1111,https://example.com/news1111
2/25/2024 7:02:01 PM,Data Duet,Electronic,New Single,TikTok,Social Media,Global,14709,4,Winner,,Noteworthy mention 1112,https://example.com/news1112
2/26/2024 7:02:01 PM,Data Duet,Electronic,Chart Topping,Spotify,Fan Base,Miami,30800,3,Winner,Music Festival,Noteworthy mention 1113,https://example.com/news1113
2/27/2024 7:02:01 PM,Data Duet,Pop,Viral Moment,Billboard,Social Media,Miami,25209,4,Winner,Music Festival,Noteworthy mention 1114,https://example.com/news1114
2/28/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Grammy,Industry News,New York,10688,2,Winner,Music Festival,Noteworthy mention 1115,https://example.com/news1115
2/29/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Billboard,Social Media,New York,39243,1,Viral,Europe Tour,Noteworthy mention 1116,https://example.com/news1116
3/1/2024 7:02:01 PM,Data Duet,Hip Hop,Album Release,Pitchfork,Social Media,Los Angeles,26232,2,Viral,,Noteworthy mention 1117,https://example.com/news1117
3/2/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Pitchfork,Critical Review,Miami,48012,4,Viral,Europe Tour,Noteworthy mention 1118,https://example.com/news1118
3/3/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Spotify,Critical Review,Miami,6072,3,Highly Rated,Music Festival,Noteworthy mention 1119,https://example.com/news1119
3/4/2024 7:02:01 PM,Data Duet,Indie,Viral Moment,Spotify,Social Media,Los Angeles,2673,2,Top 10,Award Show,Noteworthy mention 1120,https://example.com/news1120
3/5/2024 7:02:01 PM,Data Duet,Electronic,Chart Topping,Spotify,Social Media,Los Angeles,20535,4,Viral,Music Festival,Noteworthy mention 1121,https://example.com/news1121
3/6/2024 7:02:01 PM,Data Duet,Rock,Album Release,Grammy,Social Media,Chicago,26313,2,Top 10,Music Festival,Noteworthy mention 1122,https://example.com/news1122
3/7/2024 7:02:01 PM,Data Duet,Rock,Award Win,Pitchfork,Industry News,Los Angeles,15102,2,Viral,World Tour,Noteworthy mention 1123,https://example.com/news1123
3/8/2024 7:02:01 PM,Data Duet,Pop,Award Win,Pitchfork,Critical Review,Chicago,36470,3,Highly Rated,World Tour,Noteworthy mention 1124,https://example.com/news1124
3/9/2024 7:02:01 PM,Data Duet,Rock,New Single,Spotify,Fan Base,Miami,43054,1,Winner,,Noteworthy mention 1125,https://example.com/news1125
3/10/2024 7:02:01 PM,Data Duet,Rock,Chart Topping,Pitchfork,Social Media,Chicago,7818,2,Top 10,,Noteworthy mention 1126,https://example.com/news1126
3/11/2024 7:02:01 PM,Data Duet,Hip Hop,Album Release,Grammy,Critical Review,Global,32566,3,Top 10,,Noteworthy mention 1127,https://example.com/news1127
3/12/2024 7:02:01 PM,Data Duet,Hip Hop,Viral Moment,TikTok,Industry News,New York,32658,4,Highly Rated,Europe Tour,Noteworthy mention 1128,https://example.com/news1128
3/13/2024 7:02:01 PM,Data Duet,Pop,Award Win,Grammy,Critical Review,Chicago,37247,4,Highly Rated,,Noteworthy mention 1129,https://example.com/news1129
3/14/2024 7:02:01 PM,Data Duet,Hip Hop,Award Win,Billboard,Social Media,Global,34830,2,Viral,World Tour,Noteworthy mention 1130,https://example.com/news1130
3/15/2024 7:02:01 PM,Data Duet,Electronic,New Single,Billboard,Fan Base,Los Angeles,18096,2,Viral,,Noteworthy mention 1131,https://example.com/news1131
3/16/2024 7:02:01 PM,Data Duet,Pop,New Single,Spotify,Critical Review,Los Angeles,25608,3,Top 10,Music Festival,Noteworthy mention 1132,https://example.com/news1132
3/17/2024 7:02:01 PM,Data Duet,Electronic,Award Win,Billboard,Critical Review,Los Angeles,40713,2,Viral,World Tour,Noteworthy mention 1133,https://example.com/news1133
3/18/2024 7:02:01 PM,Data Duet,Indie,Award Win,Spotify,Critical Review,Los Angeles,26655,1,Highly Rated,Europe Tour,Noteworthy mention 1134,https://example.com/news1134
3/19/2024 7:02:01 PM,Data Duet,Hip Hop,New Single,TikTok,Industry News,Global,16660,3,Top 10,Europe Tour,Noteworthy mention 1135,https://example.com/news1135
3/20/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Grammy,Critical Review,New York,40669,4,Highly Rated,,Noteworthy mention 1136,https://example.com/news1136
3/21/2024 7:02:01 PM,Data Duet,Indie,Award Win,Pitchfork,Social Media,Chicago,19879,1,Highly Rated,Europe Tour,Noteworthy mention 1137,https://example.com/news1137
3/22/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,Billboard,Social Media,New York,28861,2,Top 10,Europe Tour,Noteworthy mention 1138,https://example.com/news1138
3/23/2024 7:02:01 PM,Data Duet,Hip Hop,Award Win,TikTok,Fan Base,Chicago,16745,4,Highly Rated,World Tour,Noteworthy mention 1139,https://example.com/news1139
3/24/2024 7:02:01 PM,Data Duet,Pop,Chart Topping,Grammy,Critical Review,New York,18579,3,Winner,,Noteworthy mention 1140,https://example.com/news1140
3/25/2024 7:02:01 PM,Data Duet,Rock,New Single,TikTok,Critical Review,Global,38849,1,Viral,,Noteworthy mention 1141,https://example.com/news1141
3/26/2024 7:02:01 PM,Data Duet,Rock,Viral Moment,Grammy,Critical Review,Global,3899,4,Winner,Music Festival,Noteworthy mention 1142,https://example.com/news1142
3/27/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Billboard,Critical Review,Los Angeles,20624,4,Viral,,Noteworthy mention 1143,https://example.com/news1143
3/28/2024 7:02:01 PM,Data Duet,Pop,Album Release,Spotify,Social Media,Miami,10038,1,Top 10,,Noteworthy mention 1144,https://example.com/news1144
3/29/2024 7:02:01 PM,Data Duet,Rock,Album Release,Grammy,Industry News,Global,48783,2,Top 10,World Tour,Noteworthy mention 1145,https://example.com/news1145
3/30/2024 7:02:01 PM,Data Duet,Electronic,New Single,Grammy,Industry News,Global,49718,2,Winner,Music Festival,Noteworthy mention 1146,https://example.com/news1146
3/31/2024 7:02:01 PM,Data Duet,Electronic,New Single,TikTok,Fan Base,Los Angeles,41313,2,Highly Rated,Music Festival,Noteworthy mention 1147,https://example.com/news1147
4/1/2024 7:02:01 PM,Data Duet,Rock,Award Win,Billboard,Critical Review,Miami,38014,3,Highly Rated,,Noteworthy mention 1148,https://example.com/news1148
4/2/2024 7:02:01 PM,Data Duet,Indie,Viral Moment,TikTok,Industry News,Global,38956,2,Highly Rated,Award Show,Noteworthy mention 1149,https://example.com/news1149
4/3/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Spotify,Fan Base,Global,47587,4,Viral,Music Festival,Noteworthy mention 1150,https://example.com/news1150
4/4/2024 7:02:01 PM,Data Duet,Rock,Award Win,Pitchfork,Industry News,New York,33801,4,Viral,,Noteworthy mention 1151,https://example.com/news1151
4/5/2024 7:02:01 PM,Data Duet,Indie,Viral Moment,TikTok,Critical Review,Chicago,38527,2,Winner,,Noteworthy mention 1152,https://example.com/news1152
4/6/2024 7:02:01 PM,Data Duet,Rock,Viral Moment,Pitchfork,Critical Review,Chicago,40321,3,Top 10,World Tour,Noteworthy mention 1153,https://example.com/news1153
4/7/2024 7:02:01 PM,Data Duet,Electronic,Award Win,TikTok,Critical Review,New York,27183,3,Winner,Music Festival,Noteworthy mention 1154,https://example.com/news1154
4/8/2024 7:02:01 PM,Data Duet,Indie,New Single,Grammy,Social Media,Chicago,19439,1,Winner,Music Festival,Noteworthy mention 1155,https://example.com/news1155
4/9/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Spotify,Critical Review,Los Angeles,20305,3,Top 10,Award Show,Noteworthy mention 1156,https://example.com/news1156
4/10/2024 7:02:01 PM,Data Duet,Rock,Award Win,Pitchfork,Critical Review,Miami,16479,2,Highly Rated,,Noteworthy mention 1157,https://example.com/news1157
4/11/2024 7:02:01 PM,Data Duet,Pop,Award Win,Pitchfork,Social Media,Global,16813,4,Winner,Music Festival,Noteworthy mention 1158,https://example.com/news1158
4/12/2024 7:02:01 PM,Data Duet,Pop,Album Release,TikTok,Critical Review,Chicago,8914,1,Viral,Europe Tour,Noteworthy mention 1159,https://example.com/news1159
4/13/2024 7:02:01 PM,Data Duet,Rock,Album Release,Spotify,Social Media,Global,4361,4,Viral,Music Festival,Noteworthy mention 1160,https://example.com/news1160
4/14/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,TikTok,Industry News,New York,30363,2,Winner,,Noteworthy mention 1161,https://example.com/news1161
4/15/2024 7:02:01 PM,Data Duet,Indie,Chart Topping,Pitchfork,Industry News,New York,2963,1,Top 10,Europe Tour,Noteworthy mention 1162,https://example.com/news1162
4/16/2024 7:02:01 PM,Data Duet,Pop,Chart Topping,Spotify,Industry News,Chicago,36162,3,Highly Rated,Award Show,Noteworthy mention 1163,https://example.com/news1163
4/17/2024 7:02:01 PM,Data Duet,Rock,New Single,TikTok,Fan Base,New York,9529,1,Viral,Europe Tour,Noteworthy mention 1164,https://example.com/news1164
4/18/2024 7:02:01 PM,Data Duet,Hip Hop,Award Win,Grammy,Social Media,Chicago,46183,2,Viral,World Tour,Noteworthy mention 1165,https://example.com/news1165
4/19/2024 7:02:01 PM,Data Duet,Electronic,Chart Topping,Spotify,Fan Base,Los Angeles,22400,3,Winner,Europe Tour,Noteworthy mention 1166,https://example.com/news1166
4/20/2024 7:02:01 PM,Data Duet,Electronic,New Single,Grammy,Critical Review,Chicago,49303,4,Highly Rated,Europe Tour,Noteworthy mention 1167,https://example.com/news1167
4/21/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Spotify,Fan Base,New York,40944,3,Top 10,Europe Tour,Noteworthy mention 1168,https://example.com/news1168
4/22/2024 7:02:01 PM,Data Duet,Rock,Chart Topping,Pitchfork,Industry News,Los Angeles,49783,4,Viral,,Noteworthy mention 1169,https://example.com/news1169
4/23/2024 7:02:01 PM,Data Duet,Indie,Award Win,Spotify,Industry News,Los Angeles,9644,4,Highly Rated,Award Show,Noteworthy mention 1170,https://example.com/news1170
4/24/2024 7:02:01 PM,Data Duet,Rock,Viral Moment,Grammy,Industry News,Chicago,7770,2,Top 10,Europe Tour,Noteworthy mention 1171,https://example.com/news1171
4/25/2024 7:02:01 PM,Data Duet,Hip Hop,New Single,TikTok,Social Media,Global,49920,2,Viral,World Tour,Noteworthy mention 1172,https://example.com/news1172
4/26/2024 7:02:01 PM,Data Duet,Indie,New Single,Pitchfork,Fan Base,Global,44947,2,Top 10,Music Festival,Noteworthy mention 1173,https://example.com/news1173
4/27/2024 7:02:01 PM,Data Duet,Electronic,Album Release,Grammy,Industry News,New York,16062,2,Viral,Europe Tour,Noteworthy mention 1174,https://example.com/news1174
4/28/2024 7:02:01 PM,Data Duet,Pop,Album Release,Billboard,Social Media,Chicago,1387,4,Winner,Music Festival,Noteworthy mention 1175,https://example.com/news1175
4/29/2024 7:02:01 PM,Data Duet,Pop,Album Release,Spotify,Fan Base,Global,34630,2,Top 10,Music Festival,Noteworthy mention 1176,https://example.com/news1176
4/30/2024 7:02:01 PM,Data Duet,Pop,Chart Topping,Billboard,Critical Review,Chicago,37651,3,Top 10,Music Festival,Noteworthy mention 1177,https://example.com/news1177
5/1/2024 7:02:01 PM,Data Duet,Hip Hop,Album Release,Grammy,Social Media,Global,44719,3,Viral,Europe Tour,Noteworthy mention 1178,https://example.com/news1178
5/2/2024 7:02:01 PM,Data Duet,Electronic,Viral Moment,Billboard,Social Media,Los Angeles,13654,1,Highly Rated,,Noteworthy mention 1179,https://example.com/news1179
5/3/2024 7:02:01 PM,Data Duet,Pop,New Single,Grammy,Social Media,Chicago,43024,1,Top 10,Europe Tour,Noteworthy mention 1180,https://example.com/news1180
5/4/2024 7:02:01 PM,Data Duet,Indie,New Single,Pitchfork,Critical Review,Global,21240,2,Top 10,Europe Tour,Noteworthy mention 1181,https://example.com/news1181
5/5/2024 7:02:01 PM,Data Duet,Pop,Album Release,TikTok,Critical Review,Miami,11364,4,Viral,,Noteworthy mention 1182,https://example.com/news1182
5/6/2024 7:02:01 PM,Data Duet,Hip Hop,Award Win,TikTok,Fan Base,New York,40186,1,Highly Rated,Award Show,Noteworthy mention 1183,https://example.com/news1183
5/7/2024 7:02:01 PM,Data Duet,Pop,New Single,Spotify,Social Media,New York,18295,1,Winner,,Noteworthy mention 1184,https://example.com/news1184
5/8/2024 7:02:01 PM,Data Duet,Hip Hop,Chart Topping,Pitchfork,Fan Base,Chicago,19236,2,Highly Rated,Europe Tour,Noteworthy mention 1185,https://example.com/news1185
5/9/2024 7:02:01 PM,Data Duet,Hip Hop,Award Win,Billboard,Critical Review,Miami,26098,1,Winner,Europe Tour,Noteworthy mention 1186,https://example.com/news1186
5/10/2024 7:02:01 PM,Data Duet,Indie,Award Win,Pitchfork,Social Media,Los Angeles,10857,3,Winner,,Noteworthy mention 1187,https://example.com/news1187
5/11/2024 7:02:01 PM,Data Duet,Hip Hop,Viral Moment,Billboard,Industry News,New York,34796,3,Highly Rated,World Tour,Noteworthy mention 1188,https://example.com/news1188
4/12/2023 7:02:01 PM,Algorithmic Anthem,Rock,Album Release,Pitchfork,Social Media,Chicago,13770,4,Highly Rated,,Noteworthy mention 1189,https://example.com/news1189
4/13/2023 7:02:01 PM,Algorithmic Anthem,Electronic,Chart Topping,TikTok,Critical Review,New York,7390,3,Viral,Music Festival,Noteworthy mention 1190,https://example.com/news1190
